timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-01-07T16:39:12,train,5d631d1b-22bd-4da9-8c5b-3d57939e4900,3085.859938144684,0.08675215309463613,0.028112796702884142,105.0,32.372,25.017237504000004,0.08994523555239045,0.029227631629727743,0.021430298287308348,0.14060316546942647,Ireland,IRL,,aws,eu-west-1,Linux-4.14.243-185.433.amzn2.x86_64-x86_64-with-Ubuntu-18.04-bionic,3.6.9,16,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,1,1 x Tesla T4,,,66.712633344,machine,Y
